agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,agent_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version,percent complete,percent healthy,health_status,repair_recommendations,issues_identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
wx YGM,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,,,,,,,tbd,,,,PACK-da39a3ee,,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,,,,Unknown,No specific recommendations,No issues identified
NOA ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,on YDF,NOA ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-f1782d9d,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,NOA ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""```mermaid\ngraph TB\n    NOA[NOA ExecutiveCommanderChiefAgent<br/>Central Orchestrator]\n    \n    subgraph \""2000 Subjects\""\n        S1[Subject 1<br/>161 Agents]\n        S2[Subject 2<br/>161 Agents]\n        S3[Subject 3<br/>161 Agents]\n        SDOTS[...]\n        S2000[Subject 2000<br/>161 Agents]\n    end\n    \n    NOA --> S1\n    NOA --> S2\n    NOA --> S3\n    NOA --> SDOTS\n    NOA --> S2000\n    \n    subgraph \""Per Subject Architecture (161 Agents)\""\n        ORCH[Orchestrator<br/>1 Agent]\n        SA1[Specialized Agent 1<br/>+ 7 Sub-agents]\n        SA2[Specialized Agent 2<br/>+ 7 Sub-agents]\n        SA3[Specialized Agent 3<br/>+ 7 Sub-agents]\n        SADOTS[...]\n        SA20[Specialized Agent 20<br/>+ 7 Sub-agents]\n    end\n    \n    S1 --> ORCH\n    ORCH --> SA1\n    ORCH --> SA2\n    ORCH --> SA3\n    O""}",pack=PACK-f1782d9d; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
Specialized Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,iy MBZ,Specialized Agent,,,,,,tbd,,,,PACK-05b5fa84,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Specialized Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Specialized,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""```mermaid\ngraph TB\n    NOA[NOA ExecutiveCommanderChiefAgent<br/>Central Orchestrator]\n    \n    subgraph \""2000 Subjects\""\n        S1[Subject 1<br/>161 Agents]\n        S2[Subject 2<br/>161 Agents]\n        S3[Subject 3<br/>161 Agents]\n        SDOTS[...]\n        S2000[Subject 2000<br/>161 Agents]\n    end\n    \n    NOA --> S1\n    NOA --> S2\n    NOA --> S3\n    NOA --> SDOTS\n    NOA --> S2000\n    \n    subgraph \""Per Subject Architecture (161 Agents)\""\n        ORCH[Orchestrator<br/>1 Agent]\n        SA1[Specialized Agent 1<br/>+ 7 Sub-agents]\n        SA2[Specialized Agent 2<br/>+ 7 Sub-agents]\n        SA3[Specialized Agent 3<br/>+ 7 Sub-agents]\n        SADOTS[...]\n        SA20[Specialized Agent 20<br/>+ 7 Sub-agents]\n    end\n    \n    S1 --> ORCH\n    ORCH --> SA1\n    ORCH --> SA2\n    ORCH --> SA3\n    O""}",pack=PACK-05b5fa84; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
NOA ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,on YDF,NOA ExecutiveCommanderChiefAgent,,,,,,per_intent,,,,PACK-f1782d9d,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,NOA ExecutiveCommanderChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Level 1: NOA Central Orchestration**\n```mermaid\ngraph LR\n    NOA[NOA ExecutiveCommanderChiefAgent]\n    \n    subgraph \""Core Functions\""\n        PLAN[Strategic Planning]\n        COORD[Agent Coordination]\n        MONITOR[Performance Monitoring]\n        OPTIMIZE[Dynamic Optimization]\n        HEAL[Self-Healing Management]\n    end\n    \n    NOA --> PLAN\n    NOA --> COORD\n    NOA --> MONITOR\n    NOA --> OPTIMIZE\n    NOA --> HEAL\n    \n    PLAN --> COORD\n    MONITOR --> OPTIMIZE\n    OPTIMIZE --> HEAL\n    HEAL --> COORD\n```""}",pack=PACK-f1782d9d; min_plane=Deployed; approval=required,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
Sub-Agents per Specialized Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ke XDK,Sub-Agents per Specialized Agent,,,,,,tbd,,,,PACK-7dc1d378,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Sub-Agents per Specialized Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Specialized,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Level 3: Sub-Agent Task Distribution**\n```mermaid\ngraph LR\n    SA[Specialized Agent]\n    \n    subgraph \""7 Sub-Agents per Specialized Agent\""\n        SUB1[Sub-Agent 1<br/>Core Processing]\n        SUB2[Sub-Agent 2<br/>Data Validation]\n        SUB3[Sub-Agent 3<br/>Performance Optimization]\n        SUB4[Sub-Agent 4<br/>Error Handling]\n        SUB5[Sub-Agent 5<br/>Security Monitoring]\n        SUB6[Sub-Agent 6<br/>Integration Testing]\n        SUB7[Sub-Agent 7<br/>Quality Assurance]\n    end\n    \n    SA --> SUB1\n    SA --> SUB2\n    SA --> SUB3\n    SA --> SUB4\n    SA --> SUB5\n    SA --> SUB6\n    SA --> SUB7\n```""}",pack=PACK-7dc1d378; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
Specialized Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,iy MBZ,Specialized Agent,,,,,,tbd,,,,PACK-05b5fa84,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Specialized Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Specialized,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Level 3: Sub-Agent Task Distribution**\n```mermaid\ngraph LR\n    SA[Specialized Agent]\n    \n    subgraph \""7 Sub-Agents per Specialized Agent\""\n        SUB1[Sub-Agent 1<br/>Core Processing]\n        SUB2[Sub-Agent 2<br/>Data Validation]\n        SUB3[Sub-Agent 3<br/>Performance Optimization]\n        SUB4[Sub-Agent 4<br/>Error Handling]\n        SUB5[Sub-Agent 5<br/>Security Monitoring]\n        SUB6[Sub-Agent 6<br/>Integration Testing]\n        SUB7[Sub-Agent 7<br/>Quality Assurance]\n    end\n    \n    SA --> SUB1\n    SA --> SUB2\n    SA --> SUB3\n    SA --> SUB4\n    SA --> SUB5\n    SA --> SUB6\n    SA --> SUB7\n```""}",pack=PACK-05b5fa84; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
Sub-Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ym ULP,Sub-Agent,,,,,,tbd,,,,PACK-53b8a5e4,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Sub-Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Level 3: Sub-Agent Task Distribution**\n```mermaid\ngraph LR\n    SA[Specialized Agent]\n    \n    subgraph \""7 Sub-Agents per Specialized Agent\""\n        SUB1[Sub-Agent 1<br/>Core Processing]\n        SUB2[Sub-Agent 2<br/>Data Validation]\n        SUB3[Sub-Agent 3<br/>Performance Optimization]\n        SUB4[Sub-Agent 4<br/>Error Handling]\n        SUB5[Sub-Agent 5<br/>Security Monitoring]\n        SUB6[Sub-Agent 6<br/>Integration Testing]\n        SUB7[Sub-Agent 7<br/>Quality Assurance]\n    end\n    \n    SA --> SUB1\n    SA --> SUB2\n    SA --> SUB3\n    SA --> SUB4\n    SA --> SUB5\n    SA --> SUB6\n    SA --> SUB7\n```""}",pack=PACK-53b8a5e4; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
Sub-Agent Task,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,xc BVR,Sub-Agent Task,,,,,,tbd,,,,PACK-f4961bda,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Sub-Agent Task,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Level 3: Sub-Agent Task Distribution**\n```mermaid\ngraph LR\n    SA[Specialized Agent]\n    \n    subgraph \""7 Sub-Agents per Specialized Agent\""\n        SUB1[Sub-Agent 1<br/>Core Processing]\n        SUB2[Sub-Agent 2<br/>Data Validation]\n        SUB3[Sub-Agent 3<br/>Performance Optimization]\n        SUB4[Sub-Agent 4<br/>Error Handling]\n        SUB5[Sub-Agent 5<br/>Security Monitoring]\n        SUB6[Sub-Agent 6<br/>Integration Testing]\n        SUB7[Sub-Agent 7<br/>Quality Assurance]\n    end\n    \n    SA --> SUB1\n    SA --> SUB2\n    SA --> SUB3\n    SA --> SUB4\n    SA --> SUB5\n    SA --> SUB6\n    SA --> SUB7\n```""}",pack=PACK-f4961bda; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
SUB as Sub-Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,nh BMF,SUB as Sub-Agent,,,,,,tbd,,,,PACK-a3b1b52f,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,SUB as Sub-Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Phase 2: Agent Deployment**\n```mermaid\nsequenceDiagram\n    participant NOA as NOA Central\n    participant ORCH as Subject Orchestrator\n    participant SA as Specialized Agent\n    participant SUB as Sub-Agent\n    \n    loop For each of 2000 subjects\n        NOA->>ORCH: Deploy Orchestrator\n        ORCH-->>NOA: Orchestrator Ready\n        \n        loop For each of 20 specialized agents\n            ORCH->>SA: Deploy Specialized Agent\n            SA-->>ORCH: Agent Ready\n            \n            loop For each of 7 sub-agents\n                SA->>SUB: Deploy Sub-Agent\n                SUB-->>SA: Sub-Agent Ready\n            end\n        end\n        \n        ORCH-->>NOA: Subject Complete (161 agents)\n    end\n```""}",pack=PACK-a3b1b52f; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
SA as Specialized Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,pu KQN,SA as Specialized Agent,,,,,,tbd,,,,PACK-bb112cf6,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,SA as Specialized Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Specialized,,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,"322,000 Agent Deployment Task Graph.md",,"{""sample"": ""### **Phase 2: Agent Deployment**\n```mermaid\nsequenceDiagram\n    participant NOA as NOA Central\n    participant ORCH as Subject Orchestrator\n    participant SA as Specialized Agent\n    participant SUB as Sub-Agent\n    \n    loop For each of 2000 subjects\n        NOA->>ORCH: Deploy Orchestrator\n        ORCH-->>NOA: Orchestrator Ready\n        \n        loop For each of 20 specialized agents\n            ORCH->>SA: Deploy Specialized Agent\n            SA-->>ORCH: Agent Ready\n            \n            loop For each of 7 sub-agents\n                SA->>SUB: Deploy Sub-Agent\n                SUB-->>SA: Sub-Agent Ready\n            end\n        end\n        \n        ORCH-->>NOA: Subject Complete (161 agents)\n    end\n```""}",pack=PACK-bb112cf6; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,,,Unknown,No specific recommendations,No issues identified
