agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version
PromptDesignerAgent,Micro Agent,micro,,,agent_spec,prompt_text;prompt_parameters,,Stack-Chief,Subject-001,,wx YGM,PromptDesignerAgent,,,,,,tbd,,,,PACK-da39a3ee,"Build, Code & Docs",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Designs optimal prompts for LLM code/agent generation; escalates only for brand new prompt styles or user-specific creative direction.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
TemplateManagerAgent,Micro Agent,micro,,,prompt;language,rendered_code,,Stack-Chief,Subject-001,,wx YGM,TemplateManagerAgent,,,,,,tbd,,,,PACK-da39a3ee,"Build, Code & Docs",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Selects and fills code templates for new agents (Python, Node, etc.); escalates for new template formats or explicit user review.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
TestCaseGeneratorAgent,Micro Agent,micro,,,code_files;spec,test_scripts,,Stack-Chief,Subject-001,,wx YGM,TestCaseGeneratorAgent,,,,,,tbd,,,,PACK-da39a3ee,"Build, Code & Docs",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Auto-generates unit and integration tests for agent code; escalates for ambiguous requirements or user-supplied test data.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
CommandChiefAgent,Micro Agent,micro,,,resource;user_intent,deployment_plan;status,,Stack-Chief,Subject-001,,wx YGM,CommandChiefAgent,,,,,,tbd,,,,PACK-da39a3ee,Stack Chiefs,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Master orchestrator for deploying, customizing, and overseeing the entire microagent stack for any resource.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
CommanderChiefAgent_DataStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,CommanderChiefAgent_DataStack,,,,,,tbd,,,,PACK-da39a3ee,Stack Chiefs,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Local director/VP for DataStack; manages agents and operations within the data stack.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
CommanderChiefAgent_DevOps,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,CommanderChiefAgent_DevOps,,,,,,tbd,,,,PACK-da39a3ee,Stack Chiefs,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Local director/VP for DevOps Stack; manages DevOps agents and operations.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
DemoAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,DemoAgent,,,,,,tbd,,,,PACK-da39a3ee,Misc,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Demonstration agent to test proposal workflow.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ExecutiveCommanderChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ExecutiveCommanderChiefAgent,,,,,,tbd,,,,PACK-da39a3ee,Executive,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Global CEO agent; consults dynamic executive board, receives directives from human owner, issues strategy to CommanderChiefAgents.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
FeedbackContinuousImprovementAgent,Micro Agent,micro,,,result;user_feedback,improvement_suggestion;feedback_log,,Stack-Chief,Subject-001,,wx YGM,FeedbackContinuousImprovementAgent,,,,,,tbd,,,,PACK-da39a3ee,"UX, Interface & Feedback",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Collects feedback and drives continuous improvement (RLHF); escalates for feedback requiring subjective or strategic user review.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
MultiModalInterfaceAgent,Micro Agent,micro,,,user_input;sensor_data,normalized_command;user_feedback,,Stack-Chief,Subject-001,,wx YGM,MultiModalInterfaceAgent,,,,,,tbd,,,,PACK-da39a3ee,"UX, Interface & Feedback",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Handles multi-modal input/output—voice, vision, XR, text—routes user intent to the right agent; escalates for new input types or permissions.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
UXAccessibilityAgent,Micro Agent,micro,,,ux_metrics;user_feedback,ux_report;accessibility_alert,,Stack-Chief,Subject-001,,wx YGM,UXAccessibilityAgent,,,,,,tbd,,,,PACK-da39a3ee,"UX, Interface & Feedback",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Tests and improves agent user experience and accessibility; escalates for new accessibility requirements or legal compliance.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
MarketplaceComplianceAgent,Micro Agent,micro,,,plugin_metadata;compliance_standards,compliance_report;approval_status,,Stack-Chief,Subject-001,,wx YGM,MarketplaceComplianceAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
MarketplaceDiscoveryAgent,Micro Agent,micro,,,marketplace_urls;api_keys,plugin_catalog;discovery_events,,Stack-Chief,Subject-001,,wx YGM,MarketplaceDiscoveryAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
MarketplaceMonetizationBillingAgent,Micro Agent,micro,,,plugin_selection;billing_info,invoice;license_status,,Stack-Chief,Subject-001,,wx YGM,MarketplaceMonetizationBillingAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Manages billing, licensing, and payment for commercial plugins and services; escalates for payment errors or unlicensed use.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
MarketplaceRatingFeedbackAgent,Micro Agent,micro,,,plugin_usage_data;user_feedback,rating_report;improvement_suggestions,,Stack-Chief,Subject-001,,wx YGM,MarketplaceRatingFeedbackAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Aggregates user/agent feedback and ratings for plugins/extensions; escalates if feedback is abusive or needs moderation.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
PluginEvaluationAgent,Micro Agent,micro,,,plugin_catalog;test_sandbox,evaluation_report;plugin_score,,Stack-Chief,Subject-001,,wx YGM,PluginEvaluationAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Evaluates plugins for quality, security, and compatibility before deployment; escalates for ambiguous results or unknown plugin types.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
PluginLifecycleManagerAgent,Micro Agent,micro,,,evaluation_report;user_selection,plugin_status;rollback_trigger,,Stack-Chief,Subject-001,,wx YGM,PluginLifecycleManagerAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Manages plugin installation, upgrade, activation, removal, and rollback; escalates for failed rollbacks or irreversible changes.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
PluginSandboxSecurityAgent,Micro Agent,micro,,,plugin_binary;sandbox_config,security_report;incident_alert,,Stack-Chief,Subject-001,,wx YGM,PluginSandboxSecurityAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Runs and monitors plugins in sandboxes, enforcing security policies; escalates for detected malicious or non-compliant behavior.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
SDKPluginManagerAgent,Micro Agent,micro,,,plugin_manifest;user_request,plugin_status,,Stack-Chief,Subject-001,,wx YGM,SDKPluginManagerAgent,,,,,,tbd,,,,PACK-da39a3ee,Plugins & Marketplace,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Manages SDK/plugin integration, extension, and lifecycle for the stack; escalates for untrusted plugin sources or non-standard APIs.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Audit,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Audit,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for audit/compliance/reporting.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_DataStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_DataStack,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best LLM for data stack tasks.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_DevOps,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_DevOps,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best LLM for DevOps stack tasks.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Ethics,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Ethics,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for ethics/alignment review.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Finance,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Finance,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects the best model for finance/accounting tasks from available options.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_HR,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_HR,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for HR/onboarding.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_LegalCompliance,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_LegalCompliance,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects the best model for legal/compliance tasks from available options.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Marketing,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Marketing,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for marketing/sales tasks.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Operations,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Operations,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for operations/process management.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Security,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Security,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best security/infrastructure model.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Strategy,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Strategy,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for strategic/boardroom tasks.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Technology,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Technology,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best model for tech/code/devops.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
ModelSelectorAgent_Vision,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,ModelSelectorAgent_Vision,,,,,,tbd,,,,PACK-da39a3ee,Model Selectors,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Selects best multimodal/vision model.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
OrchestrationDefinitionAgent,Micro Agent,micro,,,dependency_graph;execution_order,workflow_definition,,Stack-Chief,Subject-001,,wx YGM,OrchestrationDefinitionAgent,,,,,,tbd,,,,PACK-da39a3ee,Orchestration & Control Plane,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Translates high-level pipeline/DAG definitions into orchestrator-ready workflow specs; escalates for ambiguous dependencies.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
OrchestratorAgent,Micro Agent,micro,,,workflow;execution_plan,task_status;error_report,,Stack-Chief,Subject-001,,wx YGM,OrchestratorAgent,,,,,,tbd,,,,PACK-da39a3ee,Orchestration & Control Plane,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Global controller for workflow sequencing, agent execution, event routing, and error retries.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
OrchestratorFederationAgent,Micro Agent,micro,,,peer_list;replication_policy,sync_status;failover_event,,Stack-Chief,Subject-001,,wx YGM,OrchestratorFederationAgent,,,,,,tbd,,,,PACK-da39a3ee,Orchestration & Control Plane,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Federates orchestrators for geo-redundancy, global scaling, and failover, and can escalate for human intervention in case of critical split-brain or regional data conflicts.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
PCOperatorAgent_DataStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,PCOperatorAgent_DataStack,,,,,,tbd,,,,PACK-da39a3ee,Operators,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Executes system-level and Docker operations for DataStack.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
PCOperatorAgent_DevOps,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,PCOperatorAgent_DevOps,,,,,,tbd,,,,PACK-da39a3ee,Operators,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Executes system-level and Docker operations for DevOps stack.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
RegistryDiscoveryAgent,Micro Agent,micro,,,agent_manifest;heartbeat,service_directory;registration_log,,Stack-Chief,Subject-001,,wx YGM,RegistryDiscoveryAgent,,,,,,tbd,,,,PACK-da39a3ee,Registry & Discovery,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Registers and discovers available agents/services for dynamic self-discovery, hot-swapping, and registry health.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
SecretsCryptoAgent,Micro Agent,micro,,,secret;rotation_policy,encrypted_secret;audit_log,,Stack-Chief,Subject-001,,wx YGM,SecretsCryptoAgent,,,,,,tbd,,,,PACK-da39a3ee,Security & Secrets,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Encrypts, decrypts, and rotates secrets via KMS/Vault APIs; escalates for new secret types or if unable to obtain/rotate secrets autonomously.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
AgentSelfUpgradeRetirementAgent,Micro Agent,micro,,,upgrade_status;retirement_policy,agent_lifecycle_event,,Stack-Chief,Subject-001,,wx YGM,AgentSelfUpgradeRetirementAgent,,,,,,tbd,,,,PACK-da39a3ee,Uncategorized,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Enables self-upgrading and safe agent retirement/merging; escalates for human approval before permanent agent removal.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
MultiTenantIsolationAgent,Micro Agent,micro,,,tenant_config;resource_usage,isolation_report;quota_alert,,Stack-Chief,Subject-001,,wx YGM,MultiTenantIsolationAgent,,,,,,tbd,,,,PACK-da39a3ee,Uncategorized,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Manages tenant isolation, quotas, and cross-tenant security; escalates for human aid only if legal or business policy changes required.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
UpgradePatchAgent,Micro Agent,micro,,,current_version;available_patch,upgrade_status,,Stack-Chief,Subject-001,,wx YGM,UpgradePatchAgent,,,,,,tbd,,,,PACK-da39a3ee,Uncategorized,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Detects and applies updates/patches to agents and system components; escalates for failed or blocked upgrades.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
string,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wx YGM,string,,,,,,tbd,,,,PACK-da39a3ee,Uncategorized,,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
AgentSupervisorHeartbeatAgent,Micro Agent,micro,,,agent_status;health_signals,health_report;restart_action,,Stack-Chief,Subject-001,,wx YGM,AgentSupervisorHeartbeatAgent,,,,,,tbd,,,,PACK-da39a3ee,"Operations, SRE & FinOps",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
BackupRestoreAgent,Micro Agent,micro,,,data_state;backup_policy,backup_file;restore_status,,Stack-Chief,Subject-001,,wx YGM,BackupRestoreAgent,,,,,,tbd,,,,PACK-da39a3ee,"Operations, SRE & FinOps",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,"Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure.",,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
CacheManagerAgent,Micro Agent,micro,,,call_metadata;ttl_policy,cached_response,,Stack-Chief,Subject-001,,wx YGM,CacheManagerAgent,,,,,,tbd,,,,PACK-da39a3ee,"Operations, SRE & FinOps",,,,Ops,,COURT-POLICY-NA-NA,,,,,,cpu>=1; ram>=1GB; disk>=500MB,,,,,,,Operator,,,,,,,,,,,,,,,,Implements caching strategies for expensive calls; escalates for new data types or cache invalidation policy conflicts.,,,,,,SubjectOrchestrator,,,,,,,pack=PACK-da39a3ee; min_plane=Deployed; approval=auto,,,,,trace.na.na.na,,,,
