agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version,health_status,repair_recommendations,issues_identified
Orchestrator Federation Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,es RIU,Orchestrator Federation Agent,,,,,,per_subject,,Orchestrator Federation,,PACK-65b310ce,Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,Orchestrator Federation Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Orchestrator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-65b310ce; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Dependency Resolver Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,sr BHG,Dependency Resolver Agent,,,,,,tbd,,Dependency Resolver,,PACK-975cae4c,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Dependency Resolver Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-975cae4c; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Agent Self-Upgrade/Retirement Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,pf OVF,Agent Self-Upgrade/Retirement Agent,,,,,,tbd,,Self-Upgrade/Retirement,,PACK-328437d6,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Agent Self-Upgrade/Retirement Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-328437d6; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Simulation & Risk Analysis Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ne HVI,Simulation & Risk Analysis Agent,,,,,,tbd,,Simulation & Risk Analysis,,PACK-7af3f9f7,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Simulation & Risk Analysis Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-7af3f9f7; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
CodeGen Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,qf PMT,CodeGen Agent,,,,,,tbd,,CodeGen,,PACK-1ca8f7fe,Agent,,,,Ops,,COURT-POLICY-CORE-F,,,,,CodeGen Agent,cpu>=1; ram>=1GB; disk>=500MB,,,F,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-1ca8f7fe; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.f,,,Agent,,Healthy,No specific recommendations,No issues identified
Agent Supervisor/Heartbeat Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,sw VTG,Agent Supervisor/Heartbeat Agent,,,,,,tbd,,Supervisor/Heartbeat,,PACK-a1c4f277,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Agent Supervisor/Heartbeat Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-a1c4f277; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Secrets Crypto Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hp DFO,Secrets Crypto Agent,,,,,,tbd,,Secrets Crypto,,PACK-ccfeb30d,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Secrets Crypto Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-ccfeb30d; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Policy Enforcement Agent,Board Policy,board,,,,,,,Subject-001,,gd VKC,Policy Enforcement Agent,,,,,,per_intent,,,,PACK-c940b10c,Agent,,,,PMO,,COURT-POLICY-GOVERNANCE-A,,,,,Policy Enforcement Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Executive,,,,,,,,,,,,,Control,,,,,,,,,External,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-c940b10c; min_plane=Control; approval=required,,Planned,,,trace.control.governance.a,,,Agent,,Healthy,"To maintain 100% health and functionality, regular updates to policy definitions and rule sets are crucial. Implement automated testing for new policy deployments to prevent unintended side effects. Enhance logging and auditing capabilities to provide granular insights into enforcement actions. Consider implementing a policy simulation environment to test policy changes before live deployment.",No critical issues identified in a fully functional state. Potential areas for continuous improvement include optimizing rule evaluation latency for high-throughput environments and enhancing explainability for complex policy decisions.
SafeStack Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,av XPA,SafeStack Agent,,,,,,tbd,,SafeStack,,PACK-de6e526e,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,SafeStack Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-de6e526e; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Documentation Listener Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,pb MYZ,Documentation Listener Agent,,,,,,tbd,,Documentation Listener,,PACK-72cd8376,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Documentation Listener Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-72cd8376; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Modular AI Micro-Agent Orchestration,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ne FYV,Modular AI Micro-Agent Orchestration,,,,,,tbd,,Modular AI Micro- Orchestration,,PACK-c817e342,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,Modular AI Micro-Agent Orchestration,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-c817e342; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Backup & Restore Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,us UKD,Backup & Restore Agent,,,,,,tbd,,Backup & Restore,,PACK-609f90ec,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Backup & Restore Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-609f90ec; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Multi-Tenant Isolation Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,pf GXC,Multi-Tenant Isolation Agent,,,,,,tbd,,Multi-Tenant Isolation,,PACK-878177e5,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Multi-Tenant Isolation Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,micro-agent orchestration .txt,,"{""sample"": ""Full lifecycle coverage (research → deployment → monitoring → optimization → governance)\n* Best-in-class modularity (any agent type is swappable or extensible)\n* Production resilience (self-healing, tracing, backup, federation, compliance)\n* Continuous learning and improvement (feedback, auto-patch, RLHF)\n* Elite scalability and security (multi-tenant, federated, audited)\nBlueprint: Modular AI Micro-Agent Orchestration\nI. Foundation & Orchestration\n* Orchestrator Agent: Pipeline/flow control, data routing, retries\n* Orchestrator Federation Agent: Multi-region/HA orchestration, sync, failover\n* Registry/Discovery Agent: Dynamic agent/service registry, hot-swapping\n* Agent Supervisor/Heartbeat Agent: Health monitoring, auto-restart, uptime guarantees\nII. Planning & Research\n* App Research Ag""}",pack=PACK-878177e5; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
